Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C12691	C74456		Anatomical Location	CEREBRAL ARTERY		Any artery supplying the cerebral cortex.	Cerebral Artery
C12443	C74456		Anatomical Location	CEREBRAL CORTEX	Cerebral Cortex	The outer layer of the cerebrum composed of neurons and unmyelinated nerve fibers. It is responsible for memory, attention, consciousness and other higher levels of mental function.	Cerebral Cortex
C32955	C74456		Anatomical Location	CEREBRAL HEMISPHERE, LEFT		The left half of the cerebrum.	Left Cerebral Hemisphere
C33472	C74456		Anatomical Location	CEREBRAL HEMISPHERE, RIGHT		The right half of the cerebrum.	Right Cerebral Hemisphere
C32291	C74456		Anatomical Location	CEREBRAL PEDUNCLE		The paired anterior portions of the midbrain consisting of the crus cerebri, the tegmentum, and the substantia nigra.	Cerebral Peduncle
C98712	C74456		Anatomical Location	CEREBRAL SUBCORTEX	Cerebral Subcortex	The layer located below the cerebral cortex that includes the forebrain, midbrain and hindbrain. (NCI)	Cerebral Subcortex
C53037	C74456		Anatomical Location	CEREBRAL VEIN		Any of the external or internal veins that drain the cerebral hemispheres.	Cerebral Vein
C12351	C74456		Anatomical Location	CEREBRUM		The portion of the brain comprising the frontal, parietal, temporal, and occipital lobes and extending through the thalamus.	Cerebral Hemisphere
C32298	C74456		Anatomical Location	CERVICAL LYMPH NODE		Lymph node(s) in the cervical region, or neck.	Cervical Lymph Node
C69313	C74456		Anatomical Location	CERVICAL SPINE		The set of vertebrae immediately caudal to the skull.	Cervical Spine
C12693	C74456		Anatomical Location	CERVICAL VERTEBRA		Any one of the seven vertebrae that are caudal to the skull, denoted as C1, C2, C3, C4, C5, C6 or C7.	Cervical Vertebra
C178002	C74456		Anatomical Location	CERVICOVAGINAL REGION		The region of the body that comprises the uterine cervix and vagina. (NCI)	Cervicovaginal Region
C12311	C74456		Anatomical Location	CERVIX UTERI	Cervix Uteri; Uterine Cervix	The portion of the uterus (or uterine horns) that empties into the vagina.	Cervix Uteri
C13070	C74456		Anatomical Location	CHEEK		The soft tissue on the lateral aspects of the face, generally bounded by the eyes, nose, ear, and jaw line.	Cheek
C62484	C74456		Anatomical Location	CHEST WALL	Chest Wall	The total system of structures outside the lungs that move as a part of breathing; it includes all structures from the skin to the parietal pleura. (NCI)	Chest Wall
C25389	C74456		Anatomical Location	CHEST	Chest	The anterior side of the thorax from the neck to the abdomen. The shape of the chest is often regarded as potential insight into a disease process, as in the case of barrel chest and respiratory dysfunction. (NCI)	Chest
C81169	C74456		Anatomical Location	CHIN		The part of the face below the lower lip and including the protruding part of the lower jaw.	Mentum
C12694	C74456		Anatomical Location	CHOROID PLEXUS		Blood vessels and ependyma forming villous structures in the ventricles of the brain.	Choroid Plexus
C12344	C74456		Anatomical Location	CHOROID		A blood vessel-containing membrane of the eye that lies between the retina and the sclera. (NCI)	Choroid
C12345	C74456		Anatomical Location	CILIARY BODY		Circumferential tissue located behind the iris and composed of muscle and epithelium.	Ciliary Body
C52713	C74456		Anatomical Location	CINGULATE CORTEX		Part of the medial aspect of the cerebral cortex. (NCI)	Cingulate Cortex
C102287	C74456		Anatomical Location	CIRCUMFLEX ARTERY AV GROOVE CONTINUATION ARTERY	CIRC AV; CIRCUMFLEX ARTERY AV GROOVE CONTINUATION ARTERY SEGMENT	The segment of the left circumflex artery that is distal to the third marginal branch, located in the atrioventricular groove.	Circumflex Artery AV Groove Continuation Artery
C102286	C74456		Anatomical Location	CIRCUMFLEX, OBTUSE MARGINALS, LEFT POSTEROLATERAL AND LEFT POSTERIOR DESCENDING ARTERY BRANCHES		The left circumflex coronary artery and all of its branches.	Circumflex Artery and its Branches
C12695	C74456		Anatomical Location	CLAVICLE		The paired bone that is situated between the sternum and the shoulder.	Clavicle
C176323	C74456		Anatomical Location	CLAW		The curved, pointed appendage on the distal end of a digit, composed of keratin.	Claw
C12308	C74456		Anatomical Location	CLITORIS		The erectile tissue in the vulva. It is composed of the corpora cavernosa and the glans clitoris.	Clitoris
C32334	C74456		Anatomical Location	COCCYGEAL VERTEBRA	Coccygeal Vertebra	Four vertebral segments positioned at the base of the spine that are fused. (NCI)	Coccygeal Vertebra
C12696	C74456		Anatomical Location	COCCYX	Coccyx	A small bone located at the bottom of the spine. The coccyx is a result of 3-5 fused rudimentary vertebrae. (NCI)	Coccyx
C176317	C74456		Anatomical Location	COLON LYMPH NODE		A lymph node located in the colon.	Colon Lymph Node
C176315	C74456		Anatomical Location	COLON WALL		The portion of the gastrointestinal tract wall that surrounds the cavity of the colon and contains teniae coli, haustra, and epiploic appendages.	Colon Wall
C12382	C74456		Anatomical Location	COLON		The portion of the large intestine which extends from the cecum (or small intestine in animals that don't have a cecum) to the rectum.	Colon
C12265	C74456		Anatomical Location	COLON, ASCENDING	Ascending Colon	The first part of the colon (large intestine) that starts in the right lower quadrant of the abdomen and ends at the transverse colon in the right upper quadrant of the abdomen. (NCI)	Ascending Colon
C12268	C74456		Anatomical Location	COLON, DESCENDING	Descending Colon	The fourth portion of the large intestine (colon) that communicates with the transverse colon in the left-upper quadrant of the abdomen and the rectum below. (NCI)	Descending Colon
C12266	C74456		Anatomical Location	COLON, HEPATIC FLEXURE	Hepatic Flexure; Right Colic Flexure	The bend at the junction of the ascending and transverse colon.	Hepatic Flexure
C33929	C74456		Anatomical Location	COLON, LEFT	Left Colon	The portion of the large intestine that includes the descending and sigmoid colon. (NCI)	Left Colon
C103438	C74456		Anatomical Location	COLON, RECTOSIGMOID		A portion of the large intestine that includes the descending colon, sigmoid colon and rectum.	Rectosigmoid Colon
C12383	C74456		Anatomical Location	COLON, RIGHT	Right Colon	The proximal segment of the large intestine that is located in the right side of the abdominal cavity. It includes the cecum (with the attached appendix) and the ascending colon. (NCI)	Right Colon
C12384	C74456		Anatomical Location	COLON, SIGMOID	Sigmoid Colon	The portion of the colon that connects to the descending colon above and the rectum below. (NCI)	Sigmoid Colon
C12267	C74456		Anatomical Location	COLON, SPLENIC FLEXURE	Left Colic Flexure; Splenic Flexure	The bend at the junction of the transverse and descending colon.	Splenic Flexure
C12385	C74456		Anatomical Location	COLON, TRANSVERSE	Transverse Colon	The third division of the colon (large intestine). It communicates with the ascending colon in the upper right-hand quadrant of the abdomen and the descending colon in the upper left-hand quadrant. (NCI)	Transverse Colon
C32354	C74456		Anatomical Location	COMMON FEMORAL ARTERY		An artery arising from the external iliac artery at the inguinal ligament which bifurcates forming the deep and superficial femoral arteries.	Common Femoral Artery
C154771	C74456		Anatomical Location	COMMON FEMORAL VEIN		A vein that accompanies the common femoral artery and originates at the confluence of the femoral vein and the deep femoral vein.	Common Femoral Vein
C32357	C74456		Anatomical Location	COMMON ILIAC ARTERY		An artery arising from the bifurcation of the abdominal aorta which then bifurcates forming the internal and external iliac arteries.	Common Iliac Artery
C103384	C74456		Anatomical Location	COMMON ILIAC LYMPH NODE		A lymph node located adjacent to the common iliac artery. (NCI)	Common Iliac Lymph Node
C52744	C74456		Anatomical Location	COMMON PALMAR DIGITAL ARTERY		Any of the arteries arising from the superficial palmar arch which run distally on the second, third and fourth lumbricals muscles to the interdigital clefts where each artery then separates into two proper palmar digital arteries.	Common Palmar Digital Artery
C12341	C74456		Anatomical Location	CONJUNCTIVA		A thin tissue divided into the palpebral conjunctiva (covering the inner side of the eye lid) and the bulbar conjunctiva (covering the eyeball). (NCI)	Conjunctiva
C12342	C74456		Anatomical Location	CORNEA		The transparent, avascular tissue covering the front of the eye and is continuous with the sclera.	Cornea
C12707	C74456		Anatomical Location	CORNEAL ENDOTHELIUM		The endothelial layer of the cornea.	Corneal Endothelium
C12928	C74456		Anatomical Location	CORNEAL EPITHELIUM		The epithelial layer of the cornea.	Corneal Epithelium
C12699	C74456		Anatomical Location	CORNEAL STROMA		The stromal layer of the cornea.	Corneal Stroma
C12843	C74456		Anatomical Location	CORONARY ARTERY		One of the arteries of the heart; in general it arises from the aortic root and supplies the myocardium.	Coronary Artery
C32089	C74456		Anatomical Location	CORONARY ARTERY, ANTERIOR DESCENDING	Anterior Descending Coronary Artery; Left Anterior Descending Coronary Artery	A left coronary artery branch that descends on the anterior portion of the heart through the anterior interventricular groove. (NCI)	Anterior Descending Coronary Artery
C12872	C74456		Anatomical Location	CORONARY ARTERY, LEFT	Left Coronary Artery; Left Main Coronary Artery; Left Main Coronary Artery Segment; LM	A coronary artery that arises from the aorta and bifurcates into the left anterior descending artery and the left circumflex artery. (NCI)	Left Coronary Artery
C12875	C74456		Anatomical Location	CORONARY ARTERY, RIGHT	Right Coronary Artery	A coronary artery that originates above the right coronary cusp and supplies blood predominantly to the right side of the heart. (NCI)	Right Coronary Artery
C32378	C74456		Anatomical Location	CORONARY SINUS		The coronary vein that terminates in the right atrium and transports deoxygenated blood from the coronary circulation.	Coronary Sinus
C12882	C74456		Anatomical Location	CORONARY VEIN		A blood vessel in the heart which returns coronary blood to the right atrium.	Coronary Vein
C12446	C74456		Anatomical Location	CORPUS CALLOSUM		A white matter structure within the brain that connects the left and right cerebral hemispheres.	Corpus Callosum
C32216	C74456		Anatomical Location	CORPUS CALLOSUM, BODY		An area within the corpus callosum between the genu (anterior region) and the splenium (posterior region).	Body of the Corpus Callosum
C32675	C74456		Anatomical Location	CORPUS CALLOSUM, GENU		The anterior portion of the corpus callosum that bends down and back.	Genu of the Corpus Callosum
C33610	C74456		Anatomical Location	CORPUS CALLOSUM, SPLENIUM		The thick, convex posterior region of the corpus callosum.	Splenium of the Corpus Callosum
C26465	C74456		Anatomical Location	CORPUS LUTEUM	Corpus Luteum	A group of cells that remain of the Graafian follicle following ovulation. This structure is composed of endocrine tissue and produces progesterone. This is needed to prepare the uterine lining for implantation by the fertilized egg. (NCI)	Corpus Luteum
C12448	C74456		Anatomical Location	CORPUS STRIATUM		The portion of the brain consisting of the neostriatum and globus pallidus.	Corpus Striatum
C12316	C74456		Anatomical Location	CORPUS UTERI	Uterine Body; Uterus, Corpus	The body of the uterus.	Corpus Uteri
C163511	C74456		Anatomical Location	CORRUGATOR SUPERCILII MUSCLE		A muscle of the face, in general extending from the medial superciliary arch to the skin above the middle of the supraorbital margins; primary function is to move the eyebrows.	Corrugator Supercilii Muscle
C32391	C74456		Anatomical Location	COSTAL CARTILAGE	Costal Cartilage	The cartilage positioned between the anterior end of the rib and the sternum. Its elasticity allows the ribcage to expand while breathing. (NCI)	Costal Cartilage
C102288	C74456		Anatomical Location	COSTOCHONDRAL JOINT 1		The first hyaline cartilaginous joint between the ribs and costal cartilage.	Costochondral Joint 1
C102289	C74456		Anatomical Location	COSTOCHONDRAL JOINT 7		The seventh hyaline cartilaginous joint between the ribs and costal cartilage.	Costochondral Joint 7
C77638	C74456		Anatomical Location	CRANIAL CAVITY	Intracranial Cavity	The space that is formed by the bones of the skull, and contains the brain.	Cranial Cavity
C12700	C74456		Anatomical Location	CRANIAL NERVE		Any of the 12 paired nerves that originate in the brain stem. (NCI)	Cranial Nerve
C32414	C74456		Anatomical Location	CUBOID BONE	Cuboid Bone	A bone on the lateral side of the tarsus between the calcaneus and the fourth and fifth metatarsal bones. (NCI)	Cuboid Bone
